0,0,20
0,1,23
0,2,23
0,3,23
0,4,23
0,5,23
0,6,23
0,7,23
0,8,23
0,9,23
0,10,23
0,11,23
0,12,23
0,13,23
0,14,23
0,15,23
0,16,23
0,17,23
0,18,23
0,19,23
0,20,23
0,21,23
0,22,23
0,23,23
0,24,23
0,25,23
0,26,23
0,27,23
0,28,23
0,29,23
0,30,23
0,31,23
1,0,21
1,1,24
1,2,25
1,3,25
1,4,25
1,5,25
1,6,25
1,7,25
1,8,25
1,9,25
1,10,25
1,11,25
1,12,25
1,13,25
1,14,25
1,15,25
1,16,25
1,17,25
1,18,25
1,19,25
1,20,25
1,21,25
1,22,25
1,23,25
1,24,25
1,25,25
1,26,25
1,27,25
1,28,25
1,29,25
1,30,24
1,31,24
2,0,21
2,1,27
2,2,8
2,3,10
2,4,8
2,5,10
2,6,3
2,7,3
2,8,3
2,9,3
2,10,3
2,11,3
2,12,3
2,13,3
2,14,3
2,15,8
2,16,10
2,17,3
2,18,3
2,19,3
2,20,3
2,21,3
2,22,3
2,23,3
2,24,3
2,25,3
2,26,3
2,27,3
2,28,8
2,29,10
2,30,21
2,31,24
3,0,21
3,1,27
3,2,9
3,3,11
3,4,9
3,5,11
3,6,2
3,7,2
3,8,2
3,9,2
3,10,1
3,11,1
3,12,8
3,13,10
3,14,0
3,15,9
3,16,11
3,17,1
3,18,1
3,19,7
3,20,1
3,21,12
3,22,14
3,23,1
3,24,1
3,25,1
3,26,1
3,27,1
3,28,9
3,29,11
3,30,21
3,31,24
4,0,21
4,1,27
4,2,3
4,3,1
4,4,1
4,5,3
4,6,0
4,7,2
4,8,2
4,9,8
4,10,10
4,11,1
4,12,9
4,13,11
4,14,3
4,15,1
4,16,5
4,17,1
4,18,1
4,19,7
4,20,1
4,21,13
4,22,15
4,23,1
4,24,12
4,25,14
4,26,1
4,27,1
4,28,1
4,29,3
4,30,21
4,31,24
5,0,21
5,1,27
5,2,3
5,3,1
5,4,3
5,5,20
5,6,26
5,7,1
5,8,1
5,9,9
5,10,11
5,11,1
5,12,1
5,13,1
5,14,1
5,15,1
5,16,8
5,17,10
5,18,7
5,19,1
5,20,1
5,21,1
5,22,1
5,23,1
5,24,13
5,25,15
5,26,1
5,27,1
5,28,1
5,29,3
5,30,21
5,31,24
6,0,21
6,1,27
6,2,3
6,3,1
6,4,3
6,5,21
6,6,27
6,7,1
6,8,1
6,9,1
6,10,1
6,11,1
6,12,5
6,13,5
6,14,1
6,15,1
6,16,9
6,17,11
6,18,0
6,19,1
6,20,8
6,21,10
6,22,1
6,23,1
6,24,1
6,25,1
6,26,1
6,27,1
6,28,3
6,29,3
6,30,21
6,31,24
7,0,21
7,1,27
7,2,3
7,3,20
7,4,23
7,5,24
7,6,28
7,7,6
7,8,6
7,9,6
7,10,1
7,11,5
7,12,29
7,13,31
7,14,5
7,15,1
7,16,7
7,17,12
7,18,14
7,19,1
7,20,9
7,21,11
7,22,1
7,23,2
7,24,2
7,25,1
7,26,1
7,27,3
7,28,3
7,29,3
7,30,21
7,31,24
8,0,21
8,1,27
8,2,3
8,3,22
